Date,Time,Strategy,Strategy_Name,Symbol,Signal,CMP,Entry,SL,T1,T2,RR,Confidence,RS,Sector,Regime,Regime_Score,Regime_Fit,Status,Exit_Date,Exit_Price,Exit_Reason,PnL_Pct
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,INDIANB,SHORT,940.05,940.05,1013.01,830.61,757.65,2.5,57,89.0,Financial Services,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,CGCL,SHORT,185.13,185.13,191.59,175.44,168.98,2.5,62,65.0,Financial Services,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,POWERINDIA,SHORT,28255.0,28255.0,29417.71,26510.94,25348.23,2.5,62,100.0,Capital Goods,ACCUMULATION,2,CAUTION,TARGET,2026-04-16,26510.94,Target 1 Hit,6.17
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,KALYANKJIL,SHORT,440.3,440.3,458.02,413.72,398.95,2.3,62,37.0,Consumer Durables,ACCUMULATION,2,CAUTION,TARGET,2026-04-22,413.72,Target 1 Hit,6.04
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,PFIZER,SHORT,4859.2,4859.2,5031.93,4600.1,4427.37,2.5,62,63.0,Healthcare,ACCUMULATION,2,CAUTION,STOPPED,2026-04-20,5031.93,Stop Loss Hit,-3.55
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,EIDPARRY,SHORT,852.5,852.5,885.1,789.96,787.1,2.0,62,43.0,Fast Moving Consumer Goods,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,LALPATHLAB,SHORT,1410.8,1410.8,1486.16,1297.76,1222.4,2.5,62,66.0,Healthcare,ACCUMULATION,2,CAUTION,OPEN,,,,
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,BRIGADE,SHORT,738.5,738.5,798.77,648.1,587.83,2.5,62,31.0,Realty,ACCUMULATION,2,CAUTION,STOPPED,2026-04-21,798.77,Stop Loss Hit,-8.16
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,NH,SHORT,1781.7,1781.7,1835.86,1700.46,1646.3,2.5,62,52.0,Healthcare,ACCUMULATION,2,CAUTION,STOPPED,2026-04-20,1835.86,Stop Loss Hit,-3.04
2026-04-16,15:13,Failed_Breakout_Short,Failed Breakout Short,MAPMYINDIA,SHORT,921.95,921.95,975.59,841.49,787.85,2.5,57,0.0,Information Technology,ACCUMULATION,2,CAUTION,STOPPED,2026-04-22,975.59,Stop Loss Hit,-5.82
