Date,Time,Strategy,Strategy_Name,Symbol,Signal,CMP,Entry,SL,T1,T2,RR,Confidence,SQI,SQI_Grade,RS,Sector,Regime,Regime_Score,Regime_Fit,Data_Quality,Status,Exit_Date,Exit_Price,Exit_Reason,PnL_Pct
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,GODREJPROP,BUY,2099.0,2099.0,2019.16,2218.76,2298.6,2.5,65,66.4,STRONG,83.0,Realty,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,SBIN,BUY,1055.0,1055.0,1022.48,1103.78,1129.84,2.3,60,61.4,MODERATE,68.0,Financial Services,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,PAGEIND,BUY,40355.0,40355.0,39422.32,41754.02,42686.7,2.5,60,61.0,MODERATE,71.0,Textiles,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,HAL,BUY,4645.0,4645.0,4517.64,4836.04,4936.98,2.3,55,57.1,MODERATE,43.0,Capital Goods,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,GAIL,BUY,176.96,176.96,171.06,185.81,192.75,2.7,60,55.2,MODERATE,65.0,Oil Gas & Consumable Fuels,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,BHEL,BUY,412.4,412.4,401.47,428.79,439.72,2.5,55,53.7,MODERATE,54.0,Capital Goods,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,TATASTEEL,BUY,192.99,192.99,186.83,202.23,208.39,2.5,55,53.5,MODERATE,33.0,Metals & Mining,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,GRASIM,BUY,3224.0,3224.0,3102.95,3405.58,3436.22,1.8,60,49.9,WEAK,64.0,Construction Materials,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,NESTLEIND,BUY,1520.0,1520.0,1455.55,1616.68,1617.92,1.5,55,49.0,WEAK,54.0,Fast Moving Consumer Goods,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,EMA21_Bounce,21 EMA Bounce,GLENMARK,BUY,2259.0,2259.0,2172.34,2388.99,2475.65,2.5,60,46.4,WEAK,40.0,Healthcare,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,52WH_Breakout,52-Week High Breakout,BOSCHLTD,BUY,42920.0,42920.0,42192.89,44010.66,48063.41,7.1,62,81.8,ELITE,79.0,Automobile and Auto Components,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,52WH_Breakout,52-Week High Breakout,PIDILITIND,BUY,1665.0,1665.0,1640.91,1817.65,2064.66,8.0,57,75.7,STRONG,81.0,Chemicals,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,52WH_Breakout,52-Week High Breakout,KEI,BUY,5577.0,5577.0,5434.75,5790.38,6090.87,3.6,62,62.4,MODERATE,65.0,Capital Goods,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Last30Min_ATH,Near 52W High (EOD),PIDILITIND,BUY,1665.0,1665.0,1613.9,1817.65,2064.66,7.8,64,80.1,ELITE,81.0,Chemicals,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Last30Min_ATH,Near 52W High (EOD),AUROPHARMA,BUY,1613.4,1613.4,1567.0,1683.0,1750.84,3.0,60,75.5,STRONG,65.0,Healthcare,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Last30Min_ATH,Near 52W High (EOD),JSWSTEEL,BUY,1330.0,1330.0,1284.7,1408.0,1534.21,4.5,60,74.3,STRONG,59.0,Metals & Mining,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Last30Min_ATH,Near 52W High (EOD),NAM-INDIA,BUY,1215.0,1215.0,1188.0,1255.5,1282.5,2.5,64,73.2,STRONG,78.0,Financial Services,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Last30Min_ATH,Near 52W High (EOD),KEI,BUY,5577.0,5577.0,5441.8,5779.8,6090.87,3.8,62,66.8,STRONG,65.0,Capital Goods,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Last30Min_ATH,Near 52W High (EOD),GRASIM,BUY,3224.0,3224.0,3135.8,3356.3,3436.22,2.4,60,64.0,MODERATE,64.0,Construction Materials,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Failed_Breakout_Short,Failed Breakout Short,BAJAJFINSV,SHORT,2086.0,2086.0,2132.58,2016.13,1969.55,2.5,62,64.7,MODERATE,80.0,Financial Services,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
2026-08-05,12:47,Failed_Breakout_Short,Failed Breakout Short,APOLLOHOSP,SHORT,8910.0,8910.0,9093.39,8634.92,8451.53,2.5,57,46.8,WEAK,68.0,Healthcare,ACCUMULATION,3,CAUTION,OK,OPEN,,,,
