Date,Time,Strategy,Strategy_Name,Symbol,Signal,CMP,Entry,SL,T1,T2,RR,Confidence,SQI,SQI_Grade,RS,Sector,Regime,Regime_Score,Regime_Fit,Data_Quality,Status,Exit_Date,Exit_Price,Exit_Reason,PnL_Pct
2026-06-09,13:37,VCP,VCP (Minervini v2),ADANIPORTS,BUY,1826.4,1842.8,1735.58,2182.27,2731.57,8.0,41,45.4,WEAK,100.0,Services,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,SONACOMS,BUY,601.85,601.85,580.88,633.31,654.28,2.5,50,93.0,ELITE,100.0,Automobile and Auto Components,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,GRASIM,BUY,3095.5,3095.5,3020.2,3208.45,3283.75,2.5,45,91.8,ELITE,93.0,Construction Materials,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,STARHEALTH,BUY,521.4,521.4,508.59,540.62,553.43,2.5,50,90.8,ELITE,95.0,Financial Services,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,NAM-INDIA,BUY,1084.8,1084.8,1035.42,1158.87,1208.25,2.5,55,90.3,ELITE,100.0,Financial Services,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,PHOENIXLTD,BUY,1754.1,1754.1,1706.69,1825.21,1872.62,2.5,50,87.5,ELITE,81.0,Realty,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,BHEL,BUY,396.55,396.55,379.17,422.62,440.0,2.5,45,86.8,ELITE,100.0,Capital Goods,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,INDUSINDBK,BUY,922.8,922.8,885.47,978.79,1016.12,2.5,50,81.0,ELITE,72.0,Financial Services,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,DIVISLAB,BUY,6753.0,6753.0,6456.79,7197.32,7493.53,2.5,50,80.6,ELITE,76.0,Healthcare,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,NESTLEIND,BUY,1410.4,1410.4,1385.99,1447.02,1470.0,2.4,50,80.3,ELITE,91.0,Fast Moving Consumer Goods,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,AXISBANK,BUY,1292.4,1292.4,1259.23,1342.16,1375.33,2.5,45,77.8,STRONG,63.0,Financial Services,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,BIOCON,BUY,416.35,416.35,405.09,433.24,436.9,1.8,45,76.4,STRONG,76.0,Healthcare,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,KEI,BUY,5281.0,5281.0,5057.26,5616.61,5840.35,2.5,50,74.7,STRONG,83.0,Capital Goods,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,LICHSGFIN,BUY,552.75,552.75,533.65,581.4,600.5,2.5,50,74.4,STRONG,83.0,Financial Services,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,COALINDIA,BUY,466.9,466.9,451.66,489.76,505.0,2.5,50,73.1,STRONG,76.0,Oil Gas & Consumable Fuels,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,EICHERMOT,BUY,7203.0,7203.0,6965.82,7558.77,7795.95,2.5,45,71.7,STRONG,61.0,Automobile and Auto Components,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,TORNTPHARM,BUY,4472.9,4472.9,4333.91,4681.38,4820.37,2.5,50,70.1,STRONG,67.0,Healthcare,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,EMA21_Bounce,21 EMA Bounce,SCHAEFFLER,BUY,4081.0,4081.0,3945.88,4283.68,4418.8,2.5,50,68.9,STRONG,60.0,Automobile and Auto Components,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,52WH_Breakout,52-Week High Breakout,APOLLOHOSP,BUY,8524.0,8524.0,8402.16,9416.39,10860.39,8.0,37,38.7,WEAK,81.0,Healthcare,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,Last30Min_ATH,Near 52W High (EOD),SONACOMS,BUY,601.85,601.85,588.5,621.88,635.23,2.5,33,50.0,MODERATE,100.0,Automobile and Auto Components,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,Last30Min_ATH,Near 52W High (EOD),BANDHANBNK,BUY,206.94,206.94,203.71,212.48,212.66,1.8,33,43.1,WEAK,100.0,Financial Services,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,Last30Min_ATH,Near 52W High (EOD),APOLLOHOSP,BUY,8524.0,8524.0,8365.5,9416.39,10860.39,8.0,39,38.7,WEAK,81.0,Healthcare,PANIC,-6,BLOCKED,OK,OPEN,,,,
2026-06-09,13:37,Last30Min_ATH,Near 52W High (EOD),DIVISLAB,BUY,6753.0,6753.0,6535.0,7080.0,7298.0,2.5,37,37.6,WEAK,76.0,Healthcare,PANIC,-6,BLOCKED,OK,OPEN,,,,
